customer_id,historical_claim_id,historical_policy_id,loss_date,report_date,cause_of_loss,first_line_of_address,county,state,zip_code,latitude,longitude,initial_estimate,total_paid,claim_duration_days,third_party_count,attorney_involved,public_adjuster_involved,litigated,claim_outcome
CUS00035,HCLM00035_03,HPOL00035_03,2023-12-28,2024-01-06,Hurricane,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,8300,11000,54,12,1,1,0,Denied
CUS00036,HCLM00036_01,HPOL00036_01,2020-05-14,2020-05-25,Hail,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,31100,39400,115,9,0,0,0,Settled
CUS00036,HCLM00036_02,HPOL00036_02,2022-02-20,2022-03-06,Vandalism,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,73600,80100,36,5,1,0,0,Withdrawn
CUS00037,HCLM00037_01,HPOL00037_01,2020-03-04,2020-03-14,Hurricane,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,70900,69100,80,3,0,1,0,Partially Paid
CUS00037,HCLM00037_02,HPOL00037_02,2019-07-22,2019-07-31,Theft,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,9800,17300,203,3,0,0,0,Withdrawn
CUS00037,HCLM00037_03,HPOL00037_03,2021-01-01,2021-01-03,Lightning,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,73200,63400,64,11,0,0,0,Denied
CUS00038,HCLM00038_01,HPOL00038_01,2021-12-24,2021-12-27,Hurricane,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,43100,58200,119,8,0,0,0,Settled
CUS00038,HCLM00038_02,HPOL00038_02,2019-01-11,2019-01-24,Wind,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,7100,9600,154,9,0,0,0,Withdrawn
CUS00038,HCLM00038_03,HPOL00038_03,2019-12-02,2019-12-14,Fire,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,31900,42400,144,7,1,1,0,Withdrawn
CUS00039,HCLM00039_01,HPOL00039_01,2020-03-15,2020-03-28,Vandalism,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,11500,16800,152,6,0,0,0,Withdrawn
CUS00040,HCLM00040_01,HPOL00040_01,2019-08-26,2019-08-28,Theft,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,64000,89500,69,11,0,1,0,Withdrawn
CUS00040,HCLM00040_02,HPOL00040_02,2019-08-30,2019-09-13,Water,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,20800,27300,209,13,1,0,0,Denied
CUS00040,HCLM00040_03,HPOL00040_03,2021-07-23,2021-07-28,Hail,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,14500,17400,98,6,0,0,0,Closed Without Payment
CUS00040,HCLM00040_04,HPOL00040_04,2021-08-08,2021-08-14,Water,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,18500,18600,100,13,0,0,0,Denied
CUS00041,HCLM00041_01,HPOL00041_01,2020-04-19,2020-05-03,Freeze,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,19000,19500,102,8,0,0,0,Denied
CUS00042,HCLM00042_01,HPOL00042_01,2024-04-03,2024-04-03,Theft,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,18800,25400,105,13,1,0,0,Paid
CUS00042,HCLM00042_02,HPOL00042_02,2021-07-26,2021-07-28,Wind,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,69600,95100,40,13,0,0,0,Settled
CUS00044,HCLM00044_01,HPOL00044_01,2019-02-05,2019-02-17,Wind,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,26600,24600,90,11,1,1,0,Settled
CUS00044,HCLM00044_02,HPOL00044_02,2020-05-16,2020-05-20,Water,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,33300,44900,34,7,0,0,0,Denied
CUS00044,HCLM00044_03,HPOL00044_03,2021-04-07,2021-04-11,Wind,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,73100,59000,94,5,0,0,0,Settled
CUS00044,HCLM00044_04,HPOL00044_04,2021-08-06,2021-08-07,Freeze,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,43600,33900,210,4,0,1,0,Paid
CUS00045,HCLM00045_01,HPOL00045_01,2021-03-26,2021-04-01,Hail,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,11300,18800,116,12,0,0,0,Closed Without Payment
CUS00045,HCLM00045_02,HPOL00045_02,2023-11-30,2023-12-01,Fire,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,20300,32600,353,5,0,0,1,Litigated and Settled
CUS00045,HCLM00045_03,HPOL00045_03,2019-07-23,2019-07-29,Theft,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,54200,95800,121,6,0,0,0,Denied
CUS00046,HCLM00046_01,HPOL00046_01,2022-04-30,2022-05-06,Freeze,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,39900,30700,119,10,0,1,0,Paid
CUS00047,HCLM00047_01,HPOL00047_01,2020-01-07,2020-01-20,Wind,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,60400,105200,97,3,1,0,0,Denied
CUS00048,HCLM00048_01,HPOL00048_01,2022-10-30,2022-11-01,Freeze,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,27400,33300,218,12,0,1,0,Denied
CUS00049,HCLM00049_01,HPOL00049_01,2018-02-22,2018-02-24,Theft,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,69000,110600,225,8,1,0,1,Litigated and Adjudicated
CUS00049,HCLM00049_02,HPOL00049_02,2021-02-22,2021-03-02,Theft,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,60400,107700,202,12,0,0,1,Litigated and Settled
CUS00049,HCLM00049_03,HPOL00049_03,2021-03-19,2021-03-23,Hurricane,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,45200,47800,166,11,0,0,1,Litigated and Adjudicated
CUS00050,HCLM00050_01,HPOL00050_01,2023-01-31,2023-02-12,Water,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,66200,68200,432,11,0,0,1,Litigated and Adjudicated
CUS00051,HCLM00051_01,HPOL00051_01,2018-11-14,2018-11-27,Wind,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70900,55400,385,12,1,0,1,Litigated and Settled
CUS00051,HCLM00051_02,HPOL00051_02,2020-07-24,2020-07-31,Lightning,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,7700,12700,75,8,0,1,0,Withdrawn
CUS00051,HCLM00051_03,HPOL00051_03,2020-10-29,2020-11-08,Hurricane,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,51700,53800,18,5,0,0,0,Partially Paid
CUS00052,HCLM00052_01,HPOL00052_01,2020-06-10,2020-06-12,Hurricane,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,57900,89000,22,6,0,0,0,Settled
CUS00052,HCLM00052_02,HPOL00052_02,2019-03-08,2019-03-20,Lightning,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,10400,8200,49,11,0,0,0,Paid
CUS00053,HCLM00053_01,HPOL00053_01,2022-08-28,2022-08-30,Hurricane,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,50800,60600,156,10,0,0,0,Denied
CUS00053,HCLM00053_02,HPOL00053_02,2021-05-15,2021-05-16,Vandalism,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,48900,74900,107,3,0,0,0,Paid
CUS00053,HCLM00053_03,HPOL00053_03,2022-10-17,2022-10-20,Hurricane,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,36300,38800,123,10,0,1,0,Paid
CUS00054,HCLM00054_01,HPOL00054_01,2022-09-07,2022-09-14,Theft,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,65800,83000,67,13,1,0,0,Withdrawn
CUS00054,HCLM00054_02,HPOL00054_02,2021-08-16,2021-08-19,Lightning,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,63000,93600,102,5,0,0,0,Settled
CUS00054,HCLM00054_03,HPOL00054_03,2022-01-12,2022-01-17,Lightning,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,10500,14500,194,4,0,1,1,Litigated and Settled
CUS00055,HCLM00055_01,HPOL00055_01,2022-02-05,2022-02-16,Water,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,16300,13900,78,10,0,0,0,Paid
CUS00055,HCLM00055_02,HPOL00055_02,2021-09-22,2021-09-24,Wind,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,65000,110900,102,7,0,0,0,Partially Paid
CUS00055,HCLM00055_03,HPOL00055_03,2022-08-05,2022-08-12,Vandalism,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,66700,50500,67,13,0,0,0,Partially Paid
CUS00056,HCLM00056_01,HPOL00056_01,2022-11-22,2022-12-04,Vandalism,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,21300,30700,164,3,0,0,0,Withdrawn
CUS00057,HCLM00057_01,HPOL00057_01,2019-11-26,2019-12-10,Wind,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,24000,20800,215,3,0,0,0,Partially Paid
CUS00058,HCLM00058_01,HPOL00058_01,2019-10-21,2019-11-01,Hail,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,51000,60400,236,6,1,0,1,Litigated and Adjudicated
CUS00058,HCLM00058_02,HPOL00058_02,2019-02-14,2019-02-25,Hail,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,54000,85000,172,12,0,0,0,Closed Without Payment
CUS00058,HCLM00058_03,HPOL00058_03,2019-10-15,2019-10-20,Vandalism,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,26000,36000,34,7,0,0,0,Paid
CUS00060,HCLM00060_01,HPOL00060_01,2022-09-20,2022-10-04,Water,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,62500,51000,153,13,0,0,0,Settled
CUS00060,HCLM00060_02,HPOL00060_02,2023-08-09,2023-08-12,Wind,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,3900,2900,110,7,0,0,0,Partially Paid
CUS00062,HCLM00062_01,HPOL00062_01,2021-09-27,2021-10-06,Lightning,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,53500,49000,190,12,0,0,0,Closed Without Payment
CUS00062,HCLM00062_02,HPOL00062_02,2021-10-17,2021-10-24,Wind,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,63300,85800,513,3,0,0,1,Litigated and Adjudicated
CUS00062,HCLM00062_03,HPOL00062_03,2025-07-30,2025-08-13,Wind,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,71400,114900,73,11,0,0,0,Settled
CUS00063,HCLM00063_01,HPOL00063_01,2020-06-01,2020-06-05,Fire,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,79400,63100,96,3,0,0,0,Withdrawn
CUS00064,HCLM00064_01,HPOL00064_01,2023-04-06,2023-04-15,Wind,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,76900,84700,55,9,0,0,0,Closed Without Payment
CUS00064,HCLM00064_02,HPOL00064_02,2024-10-21,2024-10-26,Wind,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,8300,8600,141,13,1,0,0,Settled
CUS00064,HCLM00064_03,HPOL00064_03,2024-06-06,2024-06-07,Wind,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,47900,75100,53,12,0,0,0,Denied
CUS00065,HCLM00065_01,HPOL00065_01,2024-03-14,2024-03-27,Fire,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,21300,32400,90,12,0,1,0,Withdrawn
CUS00065,HCLM00065_02,HPOL00065_02,2021-05-06,2021-05-18,Freeze,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,65200,78400,108,4,1,0,0,Denied
CUS00065,HCLM00065_03,HPOL00065_03,2024-06-09,2024-06-13,Wind,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,53300,78700,127,11,0,0,0,Partially Paid
CUS00065,HCLM00065_04,HPOL00065_04,2022-09-27,2022-10-05,Theft,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,41700,67700,403,13,0,0,1,Litigated and Adjudicated
CUS00065,HCLM00065_05,HPOL00065_05,2021-03-22,2021-03-26,Theft,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,55600,80300,102,11,0,0,0,Settled
CUS00066,HCLM00066_01,HPOL00066_01,2020-02-24,2020-03-09,Vandalism,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,62800,107400,161,3,0,0,0,Paid
CUS00066,HCLM00066_02,HPOL00066_02,2018-03-21,2018-04-01,Fire,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,19200,29600,215,10,0,0,0,Closed Without Payment
CUS00066,HCLM00066_03,HPOL00066_03,2021-09-15,2021-09-17,Water,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,62300,89700,95,7,0,0,0,Paid
CUS00066,HCLM00066_04,HPOL00066_04,2018-10-11,2018-10-25,Water,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,71200,127200,132,6,0,1,0,Partially Paid
CUS00070,HCLM00070_01,HPOL00070_01,2022-02-25,2022-03-02,Wind,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,26700,46200,131,8,0,0,0,Closed Without Payment
CUS00070,HCLM00070_02,HPOL00070_02,2021-08-26,2021-09-09,Lightning,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,51600,92100,24,5,0,0,0,Closed Without Payment
CUS00070,HCLM00070_03,HPOL00070_03,2023-07-26,2023-07-26,Water,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,47600,79900,482,6,0,0,1,Litigated and Adjudicated
